alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
matsumoto-los-angeles-4,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 34.0761849, 'longitude': -118.372906}",(323) 653-0470,5005.766694745619,0JyCFdMTvuj54i-RUuV5XA,https://s3-media2.fl.yelpcdn.com/bphoto/GDq9WIDUGFjQHrhHg159rA/o.jpg,False,"{'address1': '8385 Beverly Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8385 Beverly Blvd', 'Los Angeles, CA 90048']}",Matsumoto,+13236530470,$$$$,4.5,86,[],https://www.yelp.com/biz/matsumoto-los-angeles-4?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
classic-grill-los-angeles,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 33.9600249, 'longitude': -118.3781999}",(310) 216-8226,12432.03414487166,VIQblmB_MvMnRWfQlsl2ZQ,https://s3-media4.fl.yelpcdn.com/bphoto/pXkOxkOoUremZRRuSWVDbw/o.jpg,False,"{'address1': '5569 W Manchester Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5569 W Manchester Ave', 'Los Angeles, CA 90045']}",Classic Grill,+13102168226,$,3.0,113,"['delivery', 'pickup']",https://www.yelp.com/biz/classic-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
la-esquina-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.02948, 'longitude': -118.38901}",(424) 258-6396,7207.459190338479,1OXJaygVHAEGooC5gsH_Pg,https://s3-media2.fl.yelpcdn.com/bphoto/K5r9uL1mmclUFulJHlIyxA/o.jpg,False,"{'address1': '8905 Venice Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['8905 Venice Blvd', 'Los Angeles, CA 90034']}",La Esquina,+14242586396,,5.0,49,"['delivery', 'pickup']",https://www.yelp.com/biz/la-esquina-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
genki-grill-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.06401, 'longitude': -118.36707}",(323) 653-3287,4221.483140798321,y0s-AgaBcpqTX3LYAwtpGg,https://s3-media2.fl.yelpcdn.com/bphoto/Y96K-rlQgEU1dI2IiHhNhg/o.jpg,False,"{'address1': '6355 Wilshire Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['6355 Wilshire Blvd', 'Los Angeles, CA 90048']}",Genki Grill,+13236533287,$,4.0,118,['pickup'],https://www.yelp.com/biz/genki-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-duran-los-angeles,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0213961630457, 'longitude': -118.240321894443}",(323) 921-4561,8703.81296903463,qB0bRnhFZURclzBDDuZ4AQ,https://s3-media2.fl.yelpcdn.com/bphoto/aJ0y80EmPxPhIBH8utiyvg/o.jpg,False,"{'address1': '1666-1898 McGarry St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90021', 'country': 'US', 'state': 'CA', 'display_address': ['1666-1898 McGarry St', 'Los Angeles, CA 90021']}",Tacos Duran,+13239214561,$,5.0,19,[],https://www.yelp.com/biz/tacos-duran-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
point-break-poke-and-grill-los-angeles,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}]","{'latitude': 34.08375, 'longitude': -118.34682}",(323) 746-5777,3402.7787548262854,fAluH9ZOAwDt5Rk6LgKCKg,https://s3-media2.fl.yelpcdn.com/bphoto/yUowWBcR4Y8tWN307z878w/o.jpg,False,"{'address1': '7217 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7217 Melrose Ave', 'Los Angeles, CA 90046']}",Point Break Poke and Grill,+13237465777,,4.5,22,"['delivery', 'pickup']",https://www.yelp.com/biz/point-break-poke-and-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
moa-bar-los-angeles-2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]","{'latitude': 34.05608, 'longitude': -118.29196}",(213) 378-0050,2805.040156671876,aCuR8i99JFBOt5mRTnjk4A,https://s3-media3.fl.yelpcdn.com/bphoto/Hx8_kaDti6zRNYXxhmTYKw/o.jpg,False,"{'address1': '865 S Vermont Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['865 S Vermont Ave', 'Los Angeles, CA 90005']}",Moa Bar,+12133780050,,5.0,3,[],https://www.yelp.com/biz/moa-bar-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
stone-grill-los-angeles-4,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.059487, 'longitude': -118.29215}",(213) 368-0888,2702.823093797714,C4bl1EIuQ7CepSgdS-7MzA,https://s3-media3.fl.yelpcdn.com/bphoto/As3psK5m7e6xgQ7xPho-ig/o.jpg,False,"{'address1': '703 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['703 S Vermont Ave', 'Los Angeles, CA 90005']}",Stone Grill,+12133680888,$$,4.0,396,[],https://www.yelp.com/biz/stone-grill-los-angeles-4?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
fresh-corn-grill-west-hollywood,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.0869, 'longitude': -118.38035}",(310) 855-9592,6118.545340184023,Su2ts0CfPazGJe6zWNb12A,https://s3-media1.fl.yelpcdn.com/bphoto/wZc7YIcv_hnGyC3GCZ3koA/o.jpg,False,"{'address1': '8714 Santa Monica Blvd', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8714 Santa Monica Blvd', 'West Hollywood, CA 90069']}",Fresh Corn Grill,+13108559592,$$,4.5,916,[],https://www.yelp.com/biz/fresh-corn-grill-west-hollywood?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
feng-mao-lamb-kebab-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 34.0666262190672, 'longitude': -118.308967856483}",(213) 388-9299,1273.1951676793215,q8hexOMqB9s3-ryNoum_KA,https://s3-media1.fl.yelpcdn.com/bphoto/ZZOTfbwP-lsWA5przb7RUg/o.jpg,False,"{'address1': '414 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['414 S Western Ave', 'Los Angeles, CA 90020']}",Feng Mao Lamb Kebab,+12133889299,$$,4.0,422,[],https://www.yelp.com/biz/feng-mao-lamb-kebab-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
sabor-nicaragüense-restaurant-los-angeles,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'nicaraguan', 'title': 'Nicaraguan'}]","{'latitude': 34.03904, 'longitude': -118.30941}",(323) 870-5505,2726.0601177477097,tXWWGFaKQBggwOKMdOuCdA,https://s3-media3.fl.yelpcdn.com/bphoto/L994Ml4IhHEA_BsLl5ZiFg/o.jpg,False,"{'address1': '1927 S Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90018', 'country': 'US', 'state': 'CA', 'display_address': ['1927 S Western Ave', 'Los Angeles, CA 90018']}",Sabor Nicaragüense Restaurant,+13238705505,$$,4.5,49,[],https://www.yelp.com/biz/sabor-nicarag%C3%BCense-restaurant-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
ombu-grill-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.06696, 'longitude': -118.30871}",(213) 637-0262,1311.260038851136,XOweKt7rmomkSaBjjY17dg,https://s3-media2.fl.yelpcdn.com/bphoto/EM4amayYYhAnd5dyHMFdtg/o.jpg,False,"{'address1': '400 S Western Ave', 'address2': 'Ste 104', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['400 S Western Ave', 'Ste 104', 'Los Angeles, CA 90020']}",Ombu Grill,+12136370262,$$$,4.0,131,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/ombu-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
culinary-delight-catering-los-angeles-2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 33.98662, 'longitude': -118.36492}",(323) 290-2231,9128.58565302549,nm2gCvczcnaUn4xdRWeDQA,https://s3-media1.fl.yelpcdn.com/bphoto/Tn2R_YktcGYzBfkpjFd_ZA/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90056', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90056']}",Culinary Delight Catering,+13232902231,$$,5.0,30,[],https://www.yelp.com/biz/culinary-delight-catering-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
urban-grill-los-angeles-2,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 34.20140833, 'longitude': -118.41448833}",(818) 759-9288,17759.43979191732,IO1_ymYSWbPAaWhU53pqcw,https://s3-media3.fl.yelpcdn.com/bphoto/6LezBbV8bjWTQJ2Cwgto1w/o.jpg,False,"{'address1': '12907 Sherman Way', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '91605', 'country': 'US', 'state': 'CA', 'display_address': ['12907 Sherman Way', 'Los Angeles, CA 91605']}",Urban Grill,+18187599288,$,4.5,128,"['delivery', 'pickup']",https://www.yelp.com/biz/urban-grill-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
musso-and-frank-grill-hollywood,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.101802, 'longitude': -118.335394}",(323) 467-7788,4653.938885156993,ld3O8sfn0-z-JKBJdofz2g,https://s3-media1.fl.yelpcdn.com/bphoto/Y_thJgo_YQZlD2xdoyRPEQ/o.jpg,False,"{'address1': '6667 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Hollywood', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6667 Hollywood Blvd', 'Hollywood, CA 90028']}",Musso & Frank Grill,+13234677788,$$$,4.0,1394,[],https://www.yelp.com/biz/musso-and-frank-grill-hollywood?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
luna-grill-santa-monica-santa-monica,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.03951, 'longitude': -118.47371}",(424) 231-5862,14252.891789754938,LEh0miVNN2OdTv984eHhBg,https://s3-media1.fl.yelpcdn.com/bphoto/ni4UesuSITdQotzCMPZsxQ/o.jpg,False,"{'address1': '3001 Wilshire Blvd', 'address2': '', 'address3': None, 'city': 'Santa Monica', 'zip_code': '90403', 'country': 'US', 'state': 'CA', 'display_address': ['3001 Wilshire Blvd', 'Santa Monica, CA 90403']}",Luna Grill - Santa Monica,+14242315862,,4.5,82,"['delivery', 'pickup']",https://www.yelp.com/biz/luna-grill-santa-monica-santa-monica?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
halaloglu-los-angeles-3,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 34.01673, 'longitude': -118.28263}",(213) 748-1529,6115.359651981811,uAariwf3TM7DYrR4IWllug,https://s3-media1.fl.yelpcdn.com/bphoto/cr7DxwkjKOqfLY6Jufk-ZA/o.jpg,False,"{'address1': '3742 S Figueroa St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['3742 S Figueroa St', 'Los Angeles, CA 90007']}",Halaloglu,+12137481529,$$,4.0,98,[],https://www.yelp.com/biz/halaloglu-los-angeles-3?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
kass-wine-bar-and-restaurant-los-angeles,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]","{'latitude': 34.068360974484, 'longitude': -118.343933019049}",(323) 413-2299,2209.637438092529,8OpRgGTpyyAeEm7OQX69OQ,https://s3-media1.fl.yelpcdn.com/bphoto/YUNm90dT0eKNkztznbHrEA/o.jpg,False,"{'address1': '320 S La Brea Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['320 S La Brea Ave', 'Los Angeles, CA 90036']}",Kass Wine Bar & Restaurant,+13234132299,,4.5,33,['restaurant_reservation'],https://www.yelp.com/biz/kass-wine-bar-and-restaurant-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
papa-cristos-catering-los-angeles,"[{'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.047369, 'longitude': -118.299576}",(323) 737-2880,2556.457503990288,SZK5JA5xgr1mK6Bxlkoz9Q,https://s3-media3.fl.yelpcdn.com/bphoto/XU_J2AiJBglqTthQWKR8Eg/o.jpg,False,"{'address1': '2771 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['2771 W Pico Blvd', 'Los Angeles, CA 90006']}",Papa Cristo's Catering,+13237372880,,5.0,9,[],https://www.yelp.com/biz/papa-cristos-catering-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
ice-cream-garden-catering-los-angeles-2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.0486068725586, 'longitude': -118.338813781738}",(213) 267-4788,2244.1898185687837,VYQnVCOksIkj6rDNLX1A-Q,https://s3-media1.fl.yelpcdn.com/bphoto/BR59BCIrM5A4MOhGjLhNhA/o.jpg,False,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90019']}",Ice Cream Garden Catering,+12132674788,$,4.5,50,[],https://www.yelp.com/biz/ice-cream-garden-catering-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
aloha-deli-market-los-angeles,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 34.0341325, 'longitude': -118.2914051}",(323) 734-3117,4115.936812942827,n3SVR7N0DhhuQgwUD7t4qA,https://s3-media1.fl.yelpcdn.com/bphoto/LhXdNxxjzieiH4P2qkfctg/o.jpg,False,"{'address1': '2404 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['2404 S Vermont Ave', 'Los Angeles, CA 90007']}",Aloha Deli Market,+13237343117,$,5.0,5,"['delivery', 'pickup']",https://www.yelp.com/biz/aloha-deli-market-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
comfort-kitchen-los-angeles,"[{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 34.06143, 'longitude': -118.35405}",(310) 384-8901,2933.5939701449406,w5EOeYOoxmbYWJ1sUVD94w,https://s3-media2.fl.yelpcdn.com/bphoto/IsLhojVy1_j9O5poCSkVtQ/o.jpg,False,"{'address1': '5700 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['5700 Wilshire Blvd', 'Los Angeles, CA 90036']}",Comfort Kitchen,+13103848901,$$,4.5,34,[],https://www.yelp.com/biz/comfort-kitchen-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
monarca-pasta-and-grill-los-angeles,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.0302958095499, 'longitude': -118.292084693909}",(323) 731-8149,4403.845227877237,FQT1DQVA0QwhEDs2i-ZNDA,https://s3-media1.fl.yelpcdn.com/bphoto/AAwT9ZQPRr_y7fCdDdwWOA/o.jpg,False,"{'address1': '2703 S Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['2703 S Vermont Ave', 'Los Angeles, CA 90007']}",Monarca Pasta & Grill,+13237318149,$,4.5,126,[],https://www.yelp.com/biz/monarca-pasta-and-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
samis-grill-los-angeles,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 34.08065, 'longitude': -118.36175}",,4275.129710058678,xDB3ZTV0CYKsitAR2B6lTw,https://s3-media4.fl.yelpcdn.com/bphoto/z6b_TVl2S_9PXJjAFTm4jA/o.jpg,False,"{'address1': '519 N Fairfax Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['519 N Fairfax Ave', 'Los Angeles, CA 90048']}",Sami's grill,,,5.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/samis-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tres-de-asada-mexican-grill-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.029754, 'longitude': -118.33558867}",,3778.6748229891136,K0gvGGq4sDwrKCiT9aGL1g,https://s3-media3.fl.yelpcdn.com/bphoto/7G7oL84x39B7QVvoFrpetA/o.jpg,False,"{'address1': '2851 S Crenshaw Blvd\\', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['2851 S Crenshaw Blvd\\', 'Los Angeles, CA 90016']}",Tres De Asada Mexican Grill,,,5.0,3,[],https://www.yelp.com/biz/tres-de-asada-mexican-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
sunny-grill-los-angeles,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.00594, 'longitude': -118.4301}",(310) 390-8989,11777.417644595867,j1FFB3WnLc09H8YR0N1jkQ,https://s3-media4.fl.yelpcdn.com/bphoto/Sjp_cboj9LVv9qFbMJy3Fw/o.jpg,False,"{'address1': '12035 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12035 Venice Blvd', 'Los Angeles, CA 90066']}",Sunny Grill,+13103908989,$,4.0,283,[],https://www.yelp.com/biz/sunny-grill-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
rascal-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0604146, 'longitude': -118.345003}",(323) 933-3229,2179.9750954723886,N0kzCd-kxaHxdJ1pBbF4iA,https://s3-media2.fl.yelpcdn.com/bphoto/luKezZRY4intXZ2i45li2A/o.jpg,False,"{'address1': '801 S La Brea Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['801 S La Brea Ave', 'Los Angeles, CA 90036']}",Rascal,+13239333229,$$,4.0,697,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/rascal-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
tacos-bob-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 34.0794074282981, 'longitude': -118.268593271781}",,5250.313805330085,rcsTEPiCJvT-f8rFBUC5Mw,https://s3-media2.fl.yelpcdn.com/bphoto/xVpTcV0XYBKC9YHBXQTWhg/o.jpg,False,"{'address1': '2511 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2511 W Sunset Blvd', 'Los Angeles, CA 90026']}",Tacos Bob,,,5.0,12,[],https://www.yelp.com/biz/tacos-bob-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
gok-jee-food-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.071756, 'longitude': -118.308756}",(213) 480-1800,1621.7974885596038,QUbyX9JW0HO6i9q8G_XQKg,https://s3-media2.fl.yelpcdn.com/bphoto/BXxL5o8M1BtSFVAOzRyYRg/o.jpg,False,"{'address1': '170 S Western Ave', 'address2': 'Ste A', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['170 S Western Ave', 'Ste A', 'Los Angeles, CA 90004']}",Gok Jee Food,+12134801800,$$,4.5,51,[],https://www.yelp.com/biz/gok-jee-food-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
richs-bbq-los-angeles,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.0930290222168, 'longitude': -118.281455993652}",(213) 948-9051,5068.229148394164,hagTEXx6TQqcT6d_2gz_5w,https://s3-media2.fl.yelpcdn.com/bphoto/3ifPMY_vCTRm75ttltSI0g/o.jpg,False,"{'address1': '4100 Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['4100 Sunset Blvd', 'Los Angeles, CA 90029']}",Rich's BBQ,+12139489051,$,5.0,51,[],https://www.yelp.com/biz/richs-bbq-los-angeles?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
yukga-korean-cuisine-los-angeles-2,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.0632826482903, 'longitude': -118.29272290944}",(213) 908-5037,2646.5624141889302,6xwX5NVwihXnRxN9g9iqOg,https://s3-media1.fl.yelpcdn.com/bphoto/UQKYzXhmZYeUKPO9unYQ2g/o.jpg,False,"{'address1': '608 S New Hampshire Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['608 S New Hampshire Ave', 'Los Angeles, CA 90005']}",YUKGA Korean Cuisine,+12139085037,$$,4.5,65,[],https://www.yelp.com/biz/yukga-korean-cuisine-los-angeles-2?adjust_creative=ZBBlQj92l65SyjC6YzEH_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZBBlQj92l65SyjC6YzEH_g
